City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
297,Puerto Quijarro,BO,-17.78,-57.77,70.5,62,100,2.42,overcast clouds,0.0,0.0
298,Gizo,SB,-8.1,156.84,85.21,70,5,4.41,clear sky,0.0,0.0
299,Eyl,SO,7.98,49.82,86.5,52,73,27.04,broken clouds,0.0,0.0
300,Arlit,NE,18.74,7.39,87.53,12,0,8.23,clear sky,0.0,0.0
301,Kirakira,SB,-10.45,161.92,83.75,73,26,4.56,light rain,0.34,0.0
302,Molchanovo,RU,57.58,83.77,69.53,79,100,4.29,moderate rain,1.5,0.0
303,Ketchikan,US,55.34,-131.65,53.6,93,90,16.11,moderate rain,1.02,0.0
304,Nara,JP,34.69,135.8,91.0,40,40,3.36,scattered clouds,0.0,0.0
305,Sao Filipe,CV,14.9,-24.5,77.38,74,0,8.28,clear sky,0.0,0.0
306,Garowe,SO,8.41,48.48,82.89,53,52,26.4,broken clouds,0.0,0.0
307,Xining,CN,36.62,101.77,72.99,29,60,5.32,broken clouds,0.0,0.0
308,Chalus,IR,36.66,51.42,80.6,51,0,4.7,clear sky,0.0,0.0
309,Nouakchott,MR,18.09,-15.98,90.39,23,3,17.22,clear sky,0.0,0.0
310,Akot,IN,21.1,77.06,80.49,75,100,4.38,moderate rain,1.53,0.0
311,Nizhniy Kuranakh,RU,58.84,125.49,72.23,39,87,5.32,overcast clouds,0.0,0.0
312,Butembo,CD,0.15,29.28,57.88,99,3,2.37,clear sky,0.0,0.0
313,San Francisco,US,37.77,-122.42,61.0,77,20,5.82,few clouds,0.0,0.0
314,Thunder Bay,CA,48.4,-89.32,55.4,87,40,2.24,scattered clouds,0.0,0.0
315,Avera,US,33.19,-82.53,73.4,81,1,7.43,haze,0.0,0.0
316,Vardo,NO,70.37,31.11,42.8,77,75,5.82,broken clouds,0.0,0.0
317,Gasa,PS,31.5,34.47,73.99,73,20,6.93,few clouds,0.0,0.0
318,Multai,IN,21.77,78.25,77.5,76,100,11.74,light rain,0.61,0.0
319,Kamaishi,JP,39.27,141.88,80.6,54,40,21.92,scattered clouds,0.0,0.0
320,Pudozh,RU,61.81,36.53,63.16,54,85,7.43,overcast clouds,0.0,0.0
321,Mufumbwe,ZM,-13.68,24.8,45.0,72,0,4.47,clear sky,0.0,0.0
322,Asaba,NG,6.2,6.73,71.55,96,100,1.03,overcast clouds,0.0,0.0
323,Saint-Augustin,CA,51.23,-58.65,52.56,96,86,9.93,overcast clouds,0.0,0.0
324,Tamandare,BR,-8.76,-35.1,75.99,81,44,9.15,scattered clouds,0.0,0.0
325,Trelew,AR,-43.25,-65.31,44.46,60,9,10.04,clear sky,0.0,0.0
326,Sorong,ID,-0.88,131.25,84.15,74,82,5.23,moderate rain,1.32,0.0
327,Turayf,SA,31.67,38.66,73.4,31,0,13.87,clear sky,0.0,0.0
328,Bambous Virieux,MU,-20.34,57.76,75.2,64,40,9.17,scattered clouds,0.0,0.0
329,Constitucion,CL,-35.33,-72.42,51.49,86,63,9.57,light rain,0.49,0.0
330,Komsomolskiy,UZ,40.43,71.72,86.0,25,100,13.87,overcast clouds,0.0,0.0
331,Boa Vista,BR,2.82,-60.67,77.0,88,90,9.17,thunderstorm,0.0,0.0
332,Khuzhir,RU,53.19,107.34,54.86,68,3,3.65,clear sky,0.0,0.0
333,Luena,AO,-11.78,19.92,45.1,67,0,3.0,clear sky,0.0,0.0
334,Shu,KZ,43.6,73.76,92.26,20,97,5.97,overcast clouds,0.0,0.0
335,Ugoofaaru,MV,5.67,73.0,83.73,78,99,10.58,light rain,0.15,0.0
336,Shelburne,CA,44.08,-80.2,69.8,88,90,4.7,overcast clouds,0.0,0.0
337,Atambua,ID,-9.11,124.89,81.64,54,0,2.48,clear sky,0.0,0.0
338,Buraydah,SA,26.33,43.98,87.8,27,0,16.11,clear sky,0.0,0.0
339,North Platte,US,41.12,-100.77,61.0,87,1,5.68,clear sky,0.0,0.0
340,Richards Bay,ZA,-28.78,32.04,58.35,87,0,6.42,clear sky,0.0,0.0
341,Yar-Sale,RU,66.83,70.83,46.4,71,92,8.01,overcast clouds,0.0,0.0
342,Namibe,AO,-15.2,12.15,69.03,63,0,4.97,clear sky,0.0,0.0
343,Manggar,ID,-2.88,108.27,82.63,80,100,13.31,moderate rain,1.45,0.0
344,Cidreira,BR,-30.18,-50.21,64.38,93,4,16.71,clear sky,0.0,0.0
345,Kattivakkam,IN,13.22,80.32,91.4,52,40,8.05,scattered clouds,0.0,0.0
346,Kirensk,RU,57.79,108.11,76.95,40,73,5.7,broken clouds,0.0,0.0
347,Fukue,JP,32.69,128.84,82.4,54,4,9.17,clear sky,0.0,0.0
348,Goreloye,RU,52.94,41.5,63.82,72,82,7.27,broken clouds,0.0,0.0
349,Lewisburg,US,35.45,-86.79,71.6,94,90,8.05,overcast clouds,0.0,0.0
350,Geraldton,AU,-28.77,114.6,68.0,60,40,19.46,scattered clouds,0.0,0.0
351,Urucara,BR,-2.54,-57.76,72.73,98,32,2.44,scattered clouds,0.0,0.0
352,Amga,RU,60.9,131.96,78.67,27,21,5.21,few clouds,0.0,0.0
353,Biloela,AU,-24.42,150.5,64.87,35,0,10.54,clear sky,0.0,0.0
354,Tautira,PF,-17.73,-149.15,77.0,69,20,4.7,few clouds,0.0,0.0
355,Tadine,NC,-21.55,167.88,70.88,86,100,9.98,overcast clouds,0.0,0.0
356,Kalmunai,LK,7.42,81.82,87.91,61,100,8.97,overcast clouds,0.0,0.0
357,Saint-Pierre,RE,-21.34,55.48,75.2,60,11,2.24,few clouds,0.0,0.0
358,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.96,82,39,9.53,scattered clouds,0.0,0.0
359,Shirokiy,RU,49.76,129.52,64.15,67,100,9.24,overcast clouds,0.0,0.0
360,Dhanera,IN,24.52,72.02,93.47,50,38,8.37,scattered clouds,0.0,0.0
361,Calama,CL,-22.47,-68.93,42.8,14,0,18.34,clear sky,0.0,0.0
362,Atocha,BO,-20.93,-66.23,37.49,52,9,4.99,clear sky,0.0,0.0
363,Port Augusta,AU,-32.5,137.77,59.0,58,25,8.05,scattered clouds,0.0,0.0
364,Waddan,LY,29.16,16.14,69.55,60,0,4.56,clear sky,0.0,0.0
365,Vao,NC,-22.67,167.48,72.28,75,26,10.98,scattered clouds,0.0,0.0
366,Bemidji,US,47.47,-94.88,59.0,87,90,5.82,overcast clouds,0.0,0.0
367,Meulaboh,ID,4.14,96.13,77.11,83,100,7.47,overcast clouds,0.0,0.0
368,Derazhnya,UA,49.27,27.43,67.03,86,16,3.49,few clouds,0.0,0.0
369,La Macarena,CO,2.18,-73.78,69.39,96,90,0.65,overcast clouds,0.0,0.0
370,Seymchan,RU,62.88,152.43,82.63,33,45,10.67,scattered clouds,0.0,0.0
371,Price,US,39.6,-110.81,71.6,26,1,9.17,clear sky,0.0,0.0
372,Siderno,IT,38.28,16.3,73.99,75,21,5.01,few clouds,0.0,0.0
373,Lompoc,US,34.64,-120.46,57.2,87,90,5.82,overcast clouds,0.0,0.0
374,Middelburg,ZA,-25.78,29.46,39.58,71,0,2.91,clear sky,0.0,0.0
375,Tsaratanana,MG,-16.78,47.65,70.52,61,2,11.07,clear sky,0.0,0.0
376,Izazi,TZ,-7.2,35.73,62.6,67,20,10.29,few clouds,0.0,0.0
377,Pyatnitskoye,RU,50.42,37.83,63.95,93,100,11.14,overcast clouds,0.0,0.0
378,Contamana,PE,-7.33,-75.02,72.14,88,6,1.03,light rain,0.12,0.0
379,Mantua,IT,45.17,10.78,72.0,58,0,1.99,clear sky,0.0,0.0
380,Quesnel,CA,53.0,-122.5,62.6,93,90,4.7,light rain,0.0,0.0
381,Gat,IL,31.61,34.76,73.99,79,0,4.36,clear sky,0.0,0.0
382,Longonjo,AO,-12.91,15.25,47.97,56,0,2.98,clear sky,0.0,0.0
383,Olafsvik,IS,64.89,-23.71,48.4,83,100,12.39,light rain,0.14,0.0
384,Flagstaff,US,35.2,-111.65,75.0,25,1,9.33,clear sky,0.0,0.0
385,Makakilo City,US,21.35,-158.09,82.4,54,75,6.93,broken clouds,0.0,0.0
386,San Patricio,MX,19.22,-104.7,81.01,76,37,3.51,scattered clouds,0.0,0.0
387,Fortuna,US,40.6,-124.16,57.0,93,1,3.36,clear sky,0.0,0.0
388,Aswan,EG,24.09,32.91,93.6,11,0,10.96,clear sky,0.0,0.0
389,Sinnamary,GF,5.38,-52.95,77.0,88,100,5.68,moderate rain,1.05,0.0
390,Mehamn,NO,71.04,27.85,41.0,70,75,5.82,broken clouds,0.0,0.0
391,Hamilton,US,39.18,-84.53,73.0,83,90,4.7,light rain,0.68,0.0
392,Kodinsk,RU,58.69,99.18,89.51,29,0,2.01,clear sky,0.0,0.0
393,Broome,US,42.25,-75.83,71.6,73,1,6.93,clear sky,0.0,0.0
394,At-Bashi,KG,41.17,75.81,66.13,33,100,8.19,light snow,0.0,0.13
395,Grand Gaube,MU,-20.01,57.66,75.0,72,0,5.99,clear sky,0.0,0.0
396,Camacha,PT,33.08,-16.33,68.0,88,75,9.17,broken clouds,0.0,0.0
397,Rafraf,TN,37.19,10.18,69.8,83,20,9.17,few clouds,0.0,0.0
398,Russell,US,32.35,-85.2,73.4,88,20,7.09,few clouds,0.0,0.0
399,Petatlan,MX,17.52,-101.27,80.28,73,100,2.75,overcast clouds,0.0,0.0
400,La Ronge,CA,55.1,-105.28,64.4,55,20,5.82,few clouds,0.0,0.0
401,Shingu,JP,33.73,135.98,84.2,51,20,5.82,few clouds,0.0,0.0
402,Lebedyan,RU,53.02,39.17,60.8,72,20,6.71,few clouds,0.0,0.0
403,Tuatapere,NZ,-46.13,167.68,39.0,83,100,3.0,overcast clouds,0.0,0.0
404,Galdar,ES,28.15,-15.65,71.6,68,75,20.8,broken clouds,0.0,0.0
405,Bilibino,RU,68.05,166.44,63.81,29,53,10.98,broken clouds,0.0,0.0
406,Ingham,US,42.6,-84.38,66.2,100,90,5.82,moderate rain,0.0,0.0
407,Dingle,PH,11.0,122.67,89.94,58,21,5.64,few clouds,0.0,0.0
408,Sampit,ID,-2.53,112.95,82.02,90,21,4.72,moderate rain,1.96,0.0
409,Mookane,BW,-23.69,26.66,44.33,72,0,5.14,clear sky,0.0,0.0
410,Solnechnyy,RU,50.72,136.63,59.14,58,81,7.58,broken clouds,0.0,0.0
411,Bongandanga,CD,1.5,21.05,70.88,90,23,1.54,few clouds,0.0,0.0
412,Alexandroupoli,GR,40.85,25.87,66.2,77,20,4.7,few clouds,0.0,0.0
413,Wau,SS,7.7,28.0,73.56,85,67,5.06,broken clouds,0.0,0.0
414,Luanda,AO,-8.84,13.23,71.6,83,75,2.24,broken clouds,0.0,0.0
415,Cayenne,GF,4.93,-52.33,73.4,100,75,1.32,broken clouds,0.0,0.0
416,Zaysan,KZ,47.47,84.87,78.67,18,0,6.24,clear sky,0.0,0.0
417,Antalaha,MG,-14.9,50.28,74.03,79,20,9.24,few clouds,0.0,0.0
418,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,72.12,97,37,1.95,scattered clouds,0.0,0.0
419,Rawson,AR,-43.3,-65.1,46.06,57,21,11.86,few clouds,0.0,0.0
420,Imbituba,BR,-28.24,-48.67,68.0,100,75,8.05,broken clouds,0.0,0.0
421,Kuching,MY,1.55,110.33,87.8,70,40,4.7,scattered clouds,0.0,0.0
422,Lincoln,US,40.8,-96.67,64.4,88,1,4.7,clear sky,0.0,0.0
423,Praia Da Vitoria,PT,38.73,-27.07,66.2,100,75,9.89,broken clouds,0.0,0.0
424,Sarkand,KZ,45.41,79.92,86.95,14,73,8.88,broken clouds,0.0,0.0
425,Havelock,US,34.88,-76.9,80.01,78,1,8.05,clear sky,0.0,0.0
426,Mogadishu,SO,2.04,45.34,80.92,78,77,17.67,broken clouds,0.0,0.0
427,Karratha,AU,-20.74,116.85,82.35,25,0,8.95,clear sky,0.0,0.0
428,Esso,RU,55.93,158.7,69.39,42,84,11.52,broken clouds,0.0,0.0
429,San Isidro,PE,-12.12,-77.05,60.8,87,75,5.82,broken clouds,0.0,0.0
430,Simpang,ID,-1.27,104.08,78.08,87,96,4.79,light rain,0.15,0.0
431,Tukrah,LY,32.53,20.58,70.61,78,11,3.04,few clouds,0.0,0.0
432,Ciudad Bolivar,VE,8.12,-63.55,78.12,82,14,11.12,few clouds,0.0,0.0
433,Kondagaon,IN,19.6,81.67,84.7,60,41,8.19,scattered clouds,0.0,0.0
434,Launceston,AU,-41.45,147.17,55.99,82,75,20.8,light intensity shower rain,0.0,0.0
435,Danjiangkou,CN,32.54,111.51,84.0,15,24,6.15,few clouds,0.0,0.0
436,Fengxian,CN,34.7,116.59,71.29,92,100,8.88,overcast clouds,0.0,0.0
437,Lhokseumawe,ID,5.18,97.15,83.79,69,100,4.23,light rain,0.2,0.0
438,Ayagoz,KZ,47.97,80.44,77.23,21,95,3.58,overcast clouds,0.0,0.0
439,Half Moon Bay,US,37.46,-122.43,64.4,72,1,4.7,clear sky,0.0,0.0
440,Wuwei,CN,37.93,102.64,89.01,18,41,1.01,scattered clouds,0.0,0.0
441,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,77.0,36,40,8.95,thunderstorm,0.0,0.0
442,Nome,US,64.5,-165.41,57.2,82,90,5.82,overcast clouds,0.0,0.0
443,Christchurch,NZ,-43.53,172.63,51.01,93,79,4.7,broken clouds,0.0,0.0
444,Mahebourg,MU,-20.41,57.7,75.2,64,40,9.17,scattered clouds,0.0,0.0
445,Hofn,IS,64.25,-15.21,47.17,77,41,1.81,scattered clouds,0.0,0.0
446,Auki,SB,-8.77,160.7,82.31,82,94,3.06,light rain,0.86,0.0
447,Crixas,BR,-14.55,-49.97,64.58,51,15,4.83,few clouds,0.0,0.0
448,Winnemucca,US,40.97,-117.74,77.61,23,0,7.31,clear sky,0.0,0.0
449,Turukhansk,RU,65.82,87.98,66.09,44,56,5.79,broken clouds,0.0,0.0
450,Riyadh,SA,24.69,46.72,89.6,15,62,9.17,broken clouds,0.0,0.0
451,Wageningen,NL,51.97,5.67,64.0,87,0,1.12,clear sky,0.0,0.0
452,Alugan,PH,12.22,125.48,85.82,69,99,10.22,overcast clouds,0.0,0.0
453,Sharan,RU,54.82,54.0,56.61,68,10,4.94,clear sky,0.0,0.0
454,Shumskiy,RU,54.83,99.13,69.82,71,86,6.98,light rain,0.66,0.0
455,Semey,KZ,50.41,80.23,78.8,16,45,4.47,scattered clouds,0.0,0.0
456,Cabo San Lucas,MX,22.89,-109.91,77.0,78,31,10.2,scattered clouds,0.0,0.0
457,Hwange,ZW,-18.37,26.5,46.44,69,0,2.19,clear sky,0.0,0.0
458,Arilje,RS,43.75,20.1,64.4,100,90,11.41,light rain,0.0,0.0
459,Baykit,RU,61.67,96.37,88.3,30,16,0.2,few clouds,0.0,0.0
460,Uchiza,PE,-8.46,-76.46,68.52,84,76,2.28,light rain,0.63,0.0
461,Dera Ghazi Khan,PK,30.06,70.63,111.36,16,0,11.25,clear sky,0.0,0.0
462,Bernalillo,US,35.05,-106.67,84.99,14,20,9.17,few clouds,0.0,0.0
463,Meghri,AM,38.9,46.24,78.73,40,1,4.23,clear sky,0.0,0.0
464,Sabang,ID,5.89,95.32,82.51,70,99,17.81,overcast clouds,0.0,0.0
465,Mackay,AU,-21.15,149.2,69.8,52,0,14.99,clear sky,0.0,0.0
466,Mogocha,RU,53.73,119.77,69.98,40,98,6.2,overcast clouds,0.0,0.0
467,Pochutla,MX,15.74,-96.47,79.0,82,100,2.71,moderate rain,2.86,0.0
468,Sambava,MG,-14.27,50.17,74.12,77,14,12.46,few clouds,0.0,0.0
469,Inuvik,CA,68.35,-133.72,60.8,48,75,6.93,broken clouds,0.0,0.0
470,Zaterechnyy,RU,44.79,45.21,82.51,34,86,12.26,overcast clouds,0.0,0.0
471,Lyngseidet,NO,69.58,20.22,53.6,76,100,4.7,overcast clouds,0.0,0.0
472,Flinders,AU,-34.58,150.86,60.01,56,3,4.0,clear sky,0.0,0.0
473,Abha,SA,18.22,42.51,77.0,17,37,14.99,scattered clouds,0.0,0.0
474,Talant,FR,47.34,5.01,62.6,63,0,6.93,clear sky,0.0,0.0
475,Takoradi,GH,4.88,-1.76,77.11,83,100,6.42,overcast clouds,0.0,0.0
476,Shilka,RU,51.85,116.03,73.26,36,100,10.4,overcast clouds,0.0,0.0
477,Rodrigues Alves,BR,-7.74,-72.65,70.88,94,1,1.77,clear sky,0.0,0.0
478,Gobabis,NA,-22.45,18.97,37.4,64,0,2.24,clear sky,0.0,0.0
479,Haines Junction,CA,60.75,-137.51,50.9,47,74,6.26,broken clouds,0.0,0.0
480,Biak,ID,-0.91,122.88,82.78,71,34,9.51,light rain,0.43,0.0
481,Kouango,CF,4.99,19.96,70.68,91,99,2.28,overcast clouds,0.0,0.0
482,Dom Pedrito,BR,-30.98,-54.67,66.18,88,25,12.06,scattered clouds,0.0,0.0
483,Eregli,TR,37.51,34.05,69.94,39,0,3.15,clear sky,0.0,0.0
484,Popondetta,PG,-8.75,148.25,86.52,63,75,4.65,light rain,0.56,0.0
485,Ancud,CL,-41.87,-73.82,43.0,100,40,4.7,scattered clouds,0.0,0.0
486,Guerrero Negro,MX,27.98,-114.06,63.46,90,100,13.06,overcast clouds,0.0,0.0
487,Lasa,IT,46.62,10.7,57.99,93,5,6.93,clear sky,0.0,0.0
488,Lishu,CN,43.3,124.33,81.3,43,100,18.95,overcast clouds,0.0,0.0
489,Howard Springs,AU,-12.5,131.05,88.0,28,0,9.17,clear sky,0.0,0.0
490,Keti Bandar,PK,24.14,67.45,92.34,58,3,1.45,clear sky,0.0,0.0
491,Araguari,BR,-18.65,-48.19,59.0,62,76,8.05,broken clouds,0.0,0.0
492,Wakkanai,JP,45.41,141.67,62.6,77,40,12.75,scattered clouds,0.0,0.0
493,Canutama,BR,-6.53,-64.38,73.99,80,38,0.78,scattered clouds,0.0,0.0
494,Husavik,IS,66.04,-17.34,44.6,93,90,6.93,overcast clouds,0.0,0.0
495,Codrington,AU,-38.27,141.97,58.95,83,46,12.73,light rain,0.12,0.0
496,Xichang,CN,27.9,102.26,73.69,74,96,3.0,light rain,0.68,0.0
497,Kangaba,ML,11.93,-8.42,76.23,78,76,3.96,broken clouds,0.0,0.0
498,Muravlenko,RU,63.79,74.52,45.54,91,100,8.32,light rain,0.43,0.0
499,Pitimbu,BR,-7.47,-34.81,76.5,75,90,13.96,overcast clouds,0.0,0.0
500,Fengrun,CN,39.83,118.12,80.01,24,100,3.96,overcast clouds,0.0,0.0
501,Beitbridge,ZW,-22.22,30.0,51.37,88,0,4.81,clear sky,0.0,0.0
502,Le Vauclin,MQ,14.55,-60.84,82.4,78,75,11.41,broken clouds,0.0,0.0
503,Aguilar De La Frontera,ES,37.51,-4.66,72.0,41,0,2.37,clear sky,0.0,0.0
504,Thinadhoo,MV,0.53,72.93,83.97,76,18,10.83,light rain,0.32,0.0
505,Liverpool,GB,53.41,-2.98,61.0,82,18,9.17,few clouds,0.0,0.0
506,San Andres,CO,12.58,-81.7,84.2,83,90,9.17,dust,0.0,0.0
507,Flin Flon,CA,54.77,-101.86,58.01,72,1,6.85,clear sky,0.0,0.0
508,Derzhavinsk,KZ,51.1,66.32,60.94,53,39,21.12,scattered clouds,0.0,0.0
509,Svetlogorsk,BY,52.63,29.73,65.3,93,88,6.29,overcast clouds,0.0,0.0
510,Verkhnevilyuysk,RU,63.45,120.32,75.38,39,37,10.04,scattered clouds,0.0,0.0
511,Batie,BF,9.88,-2.92,73.6,88,6,8.39,clear sky,0.0,0.0
512,Kenora,CA,49.82,-94.43,59.0,77,40,3.36,scattered clouds,0.0,0.0
513,Mishan,CN,45.55,131.88,66.49,88,100,11.23,overcast clouds,0.0,0.0
514,Kampot,KH,10.62,104.18,89.6,66,20,6.93,few clouds,0.0,0.0
515,Ilhabela,BR,-23.78,-45.36,70.83,67,73,3.09,broken clouds,0.0,0.0
516,Sorland,NO,67.67,12.69,57.2,82,75,2.24,broken clouds,0.0,0.0
517,Dharchula,IN,29.85,80.53,82.6,51,20,5.73,light rain,0.2,0.0
518,Ngunguru,NZ,-35.62,174.5,60.01,91,43,8.01,light rain,0.16,0.0
519,Atar,MR,20.52,-13.05,91.04,15,0,12.41,clear sky,0.0,0.0
520,Cordoba,AR,-31.41,-64.18,41.0,86,65,3.36,broken clouds,0.0,0.0
521,Santiago Del Estero,AR,-27.8,-64.26,61.65,87,0,8.5,clear sky,0.0,0.0
522,Dongsheng,CN,39.82,109.98,80.53,16,4,5.46,clear sky,0.0,0.0
523,Gamba,GA,-2.65,10.0,69.03,92,71,3.04,broken clouds,0.0,0.0
524,Los Llanos De Aridane,ES,28.66,-17.92,71.6,68,90,12.75,overcast clouds,0.0,0.0
525,Trairi,BR,-3.28,-39.27,75.72,90,86,8.9,moderate rain,1.75,0.0
526,The Valley,AI,18.22,-63.06,84.2,74,40,12.75,scattered clouds,0.0,0.0
527,Coahuayana,MX,18.73,-103.68,79.9,78,49,2.35,scattered clouds,0.0,0.0
528,Valdivia,CL,-39.81,-73.25,44.6,93,75,9.17,light rain,0.0,0.0
529,Nuevo Progreso,MX,23.17,-97.95,82.0,66,71,9.4,broken clouds,0.0,0.0
530,Bonavista,CA,48.65,-53.11,55.38,91,41,17.54,scattered clouds,0.0,0.0
531,Kyaikkami,MM,16.08,97.57,85.08,72,72,6.62,broken clouds,0.0,0.0
532,Atikokan,CA,48.76,-91.62,53.44,94,91,6.8,overcast clouds,0.0,0.0
533,Qidong,CN,31.81,121.66,86.0,80,100,1.99,moderate rain,2.13,0.0
534,Bambanglipuro,ID,-7.95,110.28,84.58,65,55,15.08,broken clouds,0.0,0.0
535,Mozarlandia,BR,-14.74,-50.57,65.79,44,13,4.65,few clouds,0.0,0.0
536,Acajutla,SV,13.59,-89.83,73.99,97,97,3.04,overcast clouds,0.0,0.0
537,Zalantun,CN,48.0,122.72,58.66,90,100,13.89,overcast clouds,0.0,0.0
538,Buala,SB,-8.14,159.59,84.07,68,87,2.89,overcast clouds,0.0,0.0
539,Ohangaron,UZ,40.91,69.64,93.2,17,20,9.17,few clouds,0.0,0.0
540,Kaeo,NZ,-35.1,173.78,60.01,3,46,8.01,light rain,0.55,0.0
541,Kulhudhuffushi,MV,6.62,73.07,84.24,77,100,12.97,overcast clouds,0.0,0.0
542,Arroio Grande,BR,-32.24,-53.09,62.01,6,99,11.61,overcast clouds,0.0,0.0
543,Pokrovsk,UA,48.28,37.18,71.29,74,67,3.65,broken clouds,0.0,0.0
544,Lokosovo,RU,61.13,74.82,56.01,60,33,5.7,scattered clouds,0.0,0.0
545,Katherine,AU,-14.47,132.27,84.2,21,0,13.87,clear sky,0.0,0.0
546,Zhigansk,RU,66.77,123.37,78.55,32,0,8.7,clear sky,0.0,0.0
547,Falesti,MD,47.57,27.71,71.01,84,0,1.01,clear sky,0.0,0.0
548,Sao Desiderio,BR,-12.36,-44.97,66.78,80,50,4.63,scattered clouds,0.0,0.0
549,Qiongshan,CN,20.01,110.35,95.0,59,20,6.71,few clouds,0.0,0.0
550,Beringovskiy,RU,63.05,179.32,38.88,85,100,14.9,overcast clouds,0.0,0.0
551,Abengourou,CI,6.73,-3.5,69.82,100,91,1.77,overcast clouds,0.0,0.0
552,Dunedin,NZ,-45.87,170.5,45.0,80,1,5.99,clear sky,0.0,0.0
553,Seydi,TM,39.48,62.91,93.36,21,0,12.35,clear sky,0.0,0.0
554,Port Shepstone,ZA,-30.74,30.45,60.04,43,0,7.65,clear sky,0.0,0.0
555,Ojinaga,MX,29.57,-104.42,93.2,8,1,8.05,clear sky,0.0,0.0
556,Kikwit,CD,-5.04,18.82,68.85,37,22,3.06,few clouds,0.0,0.0
557,Kamenka,RU,51.32,42.77,66.99,54,79,7.0,broken clouds,0.0,0.0
558,Havoysund,NO,71.0,24.66,48.2,75,90,9.17,overcast clouds,0.0,0.0
559,Fort-Shevchenko,KZ,44.51,50.26,81.72,35,0,14.56,clear sky,0.0,0.0
560,Eureka,US,40.8,-124.16,60.01,100,0,2.51,clear sky,0.0,0.0
561,Iqaluit,CA,63.75,-68.51,41.0,86,40,9.17,scattered clouds,0.0,0.0
562,Strelka,RU,58.07,93.03,78.33,35,5,4.74,clear sky,0.0,0.0
563,Virginia Beach,US,36.85,-75.98,72.0,88,75,5.82,broken clouds,0.0,0.0
564,Yakeshi,CN,49.28,120.73,63.88,60,100,14.81,overcast clouds,0.0,0.0
565,Ligayan,PH,4.65,119.47,85.05,68,37,4.65,light rain,0.11,0.0
566,Road Town,VG,18.42,-64.62,82.99,89,34,1.99,scattered clouds,0.0,0.0
567,Rio Brilhante,BR,-21.8,-54.55,65.43,67,96,6.51,overcast clouds,0.0,0.0
568,Harper,LR,4.38,-7.72,76.59,85,100,8.77,light rain,0.16,0.0
569,Nelson Bay,AU,-32.72,152.15,59.0,51,20,17.22,few clouds,0.0,0.0
570,Vila Do Maio,CV,15.13,-23.22,78.8,54,36,9.17,scattered clouds,0.0,0.0
571,Khandyga,RU,62.67,135.6,83.1,32,13,3.69,few clouds,0.0,0.0
572,Progreso,MX,21.28,-89.67,81.0,83,75,13.87,broken clouds,0.0,0.0
573,Robertsport,LR,6.75,-11.37,76.77,87,99,7.85,light rain,0.59,0.0
574,Savannah Bight,HN,16.45,-85.85,83.25,81,40,25.5,scattered clouds,0.0,0.0
575,Sehwan,PK,26.43,67.86,95.0,56,0,13.87,clear sky,0.0,0.0
576,Inzer,RU,54.22,57.56,59.65,46,14,4.47,few clouds,0.0,0.0
577,Egvekinot,RU,66.32,-179.17,47.84,51,20,1.36,few clouds,0.0,0.0
578,Kharp,RU,66.8,65.81,49.14,56,89,6.38,overcast clouds,0.0,0.0
